h3,lat,lon,area,CIS,CIS_adj,hidden_uplift_%,enf_days,police_station
89618925887ffff,12.9324886191349,77.6034642895485,Sadduguntepalya,3.51,5.09,45.0,2,Mico Layout
8960144b5afffff,13.070781839738174,77.44639055381762,Rajadhani Layout,3.51,4.99,42.0,2,No Police Station
8960169600fffff,13.100381194043093,77.57318380402042,Mandalkunte Village,3.51,5.09,45.0,2,Yelahanka
89601458643ffff,13.008580265964847,77.54036183251075,AGB Colony,3.51,4.99,42.0,2,Rajajinagar
8960145906fffff,13.055596944867375,77.53873810173015,Bengaluru North City Corporation,3.49,4.96,42.0,2,Jalahalli
89618920a4fffff,12.972655969950111,77.72700853639721,John F Welch Technology Centre,3.48,5.33,53.0,1,Whitefield
89601692a4bffff,13.183485451602257,77.67457767744605,Muthugada Halli,3.48,5.33,53.0,1,Chikkajala
8960145a5a3ffff,12.911360030421843,77.53453534140478,Poornapragna Housing Society Layout,3.48,5.33,53.0,1,K.S. Layout
89618925cc3ffff,12.92598476642781,77.62742920791247,Kudremukh Colony,3.48,5.33,53.0,1,Adugodi
89618925d47ffff,12.925021578537596,77.59912614063121,Jalabhavana Layout,3.48,5.33,53.0,1,Jayanagara
89601458053ffff,12.999020366399819,77.52155855148634,Kempegowda Layout,3.48,5.33,53.0,1,Peenya
8961892e4d3ffff,12.97589514713052,77.71922951879687,Whitefield,3.48,5.33,53.0,1,Whitefield
8961892abb3ffff,13.05061149463281,77.76272465903723,SBR Magnus,3.48,5.33,53.0,1,K.R. Pura
89601690267ffff,13.23154664040645,77.69288431702596,GMC Aerosquare,3.48,5.33,53.0,1,Devanahalli Airport
8961892f61bffff,13.053878517321229,77.74649916463451,Bommenahalli,3.48,5.33,53.0,1,K.R. Pura
8961892f66bffff,13.06352776541116,77.74003355052068,Brigade Calista,3.48,5.33,53.0,1,K.R. Pura
8961892d88fffff,13.092726811829365,77.63627660347774,Prestine Meadows,3.48,5.33,53.0,1,Hennuru
89601459043ffff,13.053430369206774,77.5495311843226,Dr Rajaramanna Circle,3.48,5.33,53.0,1,Jalahalli
8961892ea7bffff,13.0243111596252,77.63632026735259,Jalvayu Vihar,3.48,5.33,53.0,1,Banaswadi
896014582c3ffff,13.016096356175884,77.52785584523718,Karnataka Slum Development Board Bangalore,3.48,5.33,53.0,1,Rajajinagar
89601459337ffff,13.057785149853338,77.51952572048737,Shettihalli,3.48,5.33,53.0,1,Chikkabanavara
8960145a6afffff,12.943338802880735,77.55792096003799,Hanumanthanagar,3.39,4.61,36.0,3,Basavanagudi
8961892ee6fffff,13.010375555198504,77.64752569757226,Abbaiah Reddy Layout,3.36,4.78,42.0,2,Banaswadi
89601459c93ffff,13.021491078028264,77.50930249946907,Chakkasandra,3.31,4.71,42.0,2,Peenya
8960145a207ffff,12.9626179477069,77.54500993087669,Arafath Nagar,3.31,4.8,45.0,2,Magadi Road
8961892722fffff,12.912930808664896,77.68380658230937,Sattva Senorita,3.31,4.8,45.0,2,Bellandur
8961892e107ffff,12.984643968090582,77.66756505593659,Sai Teja Fair Bower,3.31,4.71,42.0,2,Banaswadi
8961892ccbbffff,13.02436578959521,77.61946144845776,Litkar Colony,3.31,4.8,45.0,2,K.G. Halli
8961892f50bffff,13.02616910807887,77.71828804688661,Kodandaram,3.31,4.71,42.0,2,K.R. Pura
89618924a23ffff,12.911239225578086,77.56821165296498,Teachers Colony,3.31,4.8,45.0,2,K.S. Layout
89601696637ffff,13.102480346499506,77.58766600938019,East Colony,3.31,4.71,42.0,2,Yelahanka
8961892c993ffff,13.028735448516466,77.58943618635134,Papanna Block,3.31,4.71,42.0,2,Hebbala
896016965abffff,13.071546164552588,77.56728412122767,Uthallappa Layout,3.31,4.8,45.0,2,Kodigehalli
89618924cafffff,12.868430955996756,77.58193109682601,Jambhusavari Dinne,3.31,4.71,42.0,2,Thalagattapura
8961892ea17ffff,13.012550144259501,77.6367229218136,Arogyappa Layout,3.31,4.71,42.0,2,Banaswadi
8960145948fffff,13.02560791209209,77.56350681024676,CV Raman Road,3.31,4.71,42.0,2,Sadashivanagar
8960145965bffff,13.061910946948222,77.57374280943746,Hanumaiah Layout,3.31,4.71,42.0,2,Kodigehalli
89601459d83ffff,13.016215248477769,77.48576727436439,Tigalarapalya,3.28,5.02,53.0,1,Kamakshipalya
8960145a8dbffff,12.942475691753831,77.4959735697611,Jagajyothi Layout,3.23,4.51,40.0,3,Jnanabharathi
8960145a4d3ffff,12.924055648994651,77.5708322513496,Karisandra,3.23,4.51,40.0,3,Banashankari
8960145a0a3ffff,12.9337851690507,77.53911739320513,Dwarka Nagar,3.23,4.51,40.0,3,Banashankari
896016961a3ffff,13.083345770004588,77.55003014908033,BML Palms Apartment,3.2,4.64,45.0,2,Yelahanka
89618925833ffff,12.93892833817963,77.5963514046451,Hombegowda Nagar,3.2,4.55,42.0,2,Wilson Garden
8961892f42bffff,13.033610346116774,77.73107529488969,NS Paradise Township,3.2,4.55,42.0,2,K.R. Pura
896014512a3ffff,12.903954227927082,77.5133703846751,Srinivasapura Cross,3.2,4.64,45.0,2,Kengeri
8961892cc53ffff,13.036098785108544,77.62748749303591,HBR Layout,3.2,4.64,45.0,2,K.G. Halli
89618926277ffff,12.862766458677195,77.65946547787983,Oracle Ridge,3.2,4.64,45.0,2,Electronic City
8960145126bffff,12.922115578779955,77.51427204407814,Halagevaderahalli,3.18,4.87,53.0,1,Kengeri
8960145a1a3ffff,12.926377116885249,77.51794969150302,Ideal Homes Township Circle,3.18,4.87,53.0,1,Kengeri
8960145b0d3ffff,12.991343518367428,77.58459523866844,The Summit,3.18,4.87,53.0,1,High ground
8960145a3dbffff,12.957296963428071,77.53830569958768,Chowdappa Layout,3.18,4.87,53.0,1,Vijayanagara
8961892eec3ffff,13.000701435072845,77.66241803701114,Gopalan Aristocrat,3.1,4.41,42.0,2,Banaswadi
8961892cd67ffff,13.029794919346072,77.59246345945448,Chowdaiah Block,3.1,4.41,42.0,2,R.T. Nagar
8961892403bffff,12.889639555978743,77.62561033543271,Devarachikkanahalli,3.1,4.41,42.0,2,Hulimavu
89618925803ffff,12.94104444211209,77.60240482818996,Govardhan Nagar,3.1,4.41,42.0,2,Adugodi
89618921917ffff,12.982275412557616,77.72898280903243,First Technology Place,3.1,4.41,42.0,2,Whitefield
89601696da7ffff,13.067437698312814,77.50465005753874,Kirloskar Layout,3.1,4.41,42.0,2,Chikkabanavara
8960145b043ffff,13.00098323539204,77.57813758092794,Maruti Extension Vyalikaval,3.1,4.41,42.0,2,Sadashivanagar
896189246bbffff,12.889537479835882,77.65089044506834,Sumo Sonnet Apartment,3.1,4.41,42.0,2,Electronic City
89618927243ffff,12.91821661876267,77.69895613615914,AET Junction,3.1,4.41,42.0,2,Bellandur
8961892e52fffff,12.972848840657239,77.67639878804209,Mallesh Palya Extension,3.1,4.41,42.0,2,Banaswadi
89618920a5bffff,12.971565076746984,77.73241421691917,Brigade IRV Centre,3.05,4.34,42.0,2,Whitefield
89601451e2bffff,12.899836727163935,77.46762921321648,Vaishnavi Layout,3.05,4.34,42.0,2,Kengeri
8960145140bffff,12.877178639836071,77.53036024498759,Prasad Layout,3.05,4.34,42.0,2,Thalagattapura
8961892ddafffff,13.070317742163407,77.62324947012544,Dr. Shivaram Karanth Nagar,3.05,4.34,42.0,2,Hennuru
8961892565bffff,12.95675596054811,77.68997843933491,Yemalur Junction,3.05,4.34,42.0,2,HAL Old Airport
8961892c103ffff,13.038190540883377,77.64197587805353,Skyline Retreat,3.05,4.34,42.0,2,Hennuru
89601697237ffff,13.16976834903679,77.60144325956313,RK Silicon Valley,3.02,4.63,53.0,1,Chikkajala
8960145a077ffff,12.945541199338525,77.53871156095362,Ganapathi Nagar,2.97,4.55,53.0,1,Byatarayanapura
8961892c5a7ffff,13.014639660986465,77.65121176225931,J Muniswamy Reddy Layout,2.97,4.55,53.0,1,Banaswadi
89618924147ffff,12.887558678886819,77.61113170036892,Perody Classic,2.97,4.55,53.0,1,Mico Layout
89618934a7bffff,12.814490721993279,77.69175666685719,KIADB Quarters,2.97,4.55,53.0,1,Electronic City
89618920c57ffff,12.929810032413922,77.7407330696116,Golden Lotus Apartments,2.97,4.55,53.0,1,Whitefield
8960145910bffff,13.04174648768466,77.52467287007502,Sri Ayyappa Nagar,2.97,4.55,53.0,1,Peenya
8960145b2b3ffff,13.006332317346407,77.57642201259563,Gayatri Devi Park Extension,2.97,4.55,53.0,1,Sadashivanagar
8961892cb73ffff,13.066151214424556,77.58585159652564,Block A,2.97,4.55,53.0,1,Kodigehalli
8961892e06bffff,13.003817372766404,77.6883751111958,SM Layout,2.97,4.55,53.0,1,K.R. Pura
8961892f43bffff,13.031462592805132,77.73344959522359,NS Paradise Township,2.97,4.55,53.0,1,K.R. Pura
896014591cfffff,13.040663221584548,77.53006821710795,Peenya,2.97,4.55,53.0,1,Peenya
8960145a01bffff,12.942309174999483,77.54647597134576,Block T,2.97,4.55,53.0,1,Banashankari
89618921dabffff,12.96617603018352,77.74256810630239,Sumadhura Folium,2.97,4.55,53.0,1,Whitefield
89618921dd3ffff,12.968257308994383,77.75707262891227,LSG Greenville,2.97,4.55,53.0,1,Whitefield
89618925dc7ffff,12.91752330710963,77.6032121717985,Dairy Circle,2.97,4.55,53.0,1,Mico Layout
8961892ed53ffff,12.976207062359457,77.63490225286664,Indiranagar,2.89,4.11,42.0,2,Jeevanbheemanagar
8961892638bffff,12.846775221470423,77.6477557294199,ALPS Optima,2.89,4.19,45.0,2,Electronic City
89618925347ffff,12.962267559026811,77.64610582013539,Indiranagar,2.89,4.11,42.0,2,Jeevanbheemanagar
89601459383ffff,13.053476603675813,77.53268720322644,Patel Shamanna Layout,2.89,4.11,42.0,2,Jalahalli
8960145ae77ffff,12.953143314409022,77.50095842151967,Ullal Junction,2.89,4.11,42.0,2,Jnanabharathi
89601696613ffff,13.103518464654051,77.59912239900781,Kogilu Cross Junction,2.89,4.11,42.0,2,Yelahanka
89618924e4bffff,12.906851900498774,77.59821860608804,Sarakki Industrial Layout,2.89,4.19,45.0,2,J.P. Nagar
8961892cc7bffff,13.03933011663196,77.61971448896739,Chanukya Layout,2.89,4.19,45.0,2,Hennuru
89618925d0fffff,12.920759247208213,77.5954440210234,Jayanagar,2.89,4.11,42.0,2,Jayanagara
89618925d0bffff,12.921817024793617,77.59847045852153,Opulent Spire,2.89,4.11,42.0,2,Jayanagara
89601690017ffff,13.19947034762399,77.69474525496287,Bavapura,2.89,4.11,42.0,2,Devanahalli Airport
8960145120fffff,12.913563998359017,77.51533283412459,Janakshi Layout,2.89,4.11,42.0,2,Kengeri
8961892ce07ffff,13.052149067074355,77.6223398387491,Manayata Residency,2.89,4.19,45.0,2,Hennuru
8961892ce5bffff,13.061737772616171,77.63273953820419,King Space Meadows,2.89,4.11,42.0,2,Hennuru
8961892d887ffff,13.089521910869566,77.63561990421829,Orchid Salisbury,2.89,4.19,45.0,2,Hennuru
8960145b2bbffff,13.009536421757053,77.57707748268182,Sadashiva Nagar,2.89,4.19,45.0,2,Sadashivanagar
89618924ab7ffff,12.900538102982399,77.5716416725455,Channasandra Layout,2.89,4.11,42.0,2,K.S. Layout
8961892dd1bffff,13.076702359796505,77.63299329216196,Prisha Orchids,2.86,4.38,53.0,1,Hennuru
8960145aa47ffff,12.970268812688907,77.49042076687913,Raghavendra Layout,2.78,4.26,53.0,1,Jnanabharathi
896016966c3ffff,13.1056395844913,77.60517926518986,Akash Ward,2.56,3.71,45.0,2,Yelahanka
8960145b5afffff,12.965766219314135,77.56250639822126,D Swamy Layout,2.56,3.64,42.0,2,Chamarajpet
89618924923ffff,12.881408496779585,77.54245526390557,Gubbalala,2.56,3.64,42.0,2,Thalagattapura
89618925e03ffff,12.948450785504807,77.62359570770249,Ganga Block,2.56,3.71,45.0,2,Adugodi
8960145b46bffff,12.989198151666788,77.586966341923,Embassy Zenith,2.56,3.64,42.0,2,High ground
89601459e8fffff,13.048198204059359,77.50914291635799,Havanoor Extension,2.56,3.71,45.0,2,Chikkabanavara
89618920bc7ffff,12.954541850108646,77.70922009526801,Satko Palm Trees,2.56,3.71,45.0,2,HAL Old Airport
89601458e53ffff,13.006607242806478,77.48380574902303,Andhrahalli Circle,2.56,3.71,45.0,2,Kamakshipalya
8960145968fffff,13.048035175147081,77.56809416852788,Devi Nagar,2.56,3.71,45.0,2,Kodigehalli
896014584c7ffff,12.977604162002352,77.5368391842806,Govindaraja Nagar,2.56,3.71,45.0,2,Vijayanagara
896014586bbffff,12.99470690473114,77.53471779602407,Shakti Ganapathi Nagar,2.56,3.64,42.0,2,Vijayanagara
89601458657ffff,13.005376730643842,77.5397070172527,Sriram Nagar,2.56,3.64,42.0,2,Rajajinagar
89618925e9bffff,12.94200981720188,77.6307104196331,Anjaneya Swamy Extension,2.56,3.71,45.0,2,Ashok Nagar
8961892533bffff,12.956946148167734,77.6393922257221,Agram Enclave,2.56,3.71,45.0,2,Halasur
8961892e84bffff,13.003993909035364,77.63778208426119,Banaswadi Garrison,2.56,3.71,45.0,2,Banaswadi
8960145a123ffff,12.933870158330654,77.51386539312136,Navami Landmark,2.56,3.64,42.0,2,Jnanabharathi
89601458477ffff,12.982978286638184,77.52670473112148,Industrial Estate,2.56,3.64,42.0,2,Kamakshipalya
89601458513ffff,12.969132301740744,77.51264526524587,BDA Layout,2.54,3.89,53.0,1,Jnanabharathi
8960145838bffff,13.004416382423033,77.50300744295912,Muneshwara Layout,2.54,3.89,53.0,1,Peenya
8961892639bffff,12.84462612797327,77.65012696229643,Ajmera Villows,2.54,3.89,53.0,1,Electronic City
896189209b7ffff,12.92251434566778,77.6942106559411,Ambedkar Circle,2.54,3.89,53.0,1,Bellandur
8961892c533ffff,13.021050167873682,77.6525254139336,CMR Colony,2.54,3.89,53.0,1,Banaswadi
8961892e647ffff,13.006931620249453,77.71434024459965,Ekta Nagar,2.54,3.89,53.0,1,K.R. Pura
8960145a07bffff,12.949803316715716,77.54239084074636,Narasimhaiah Layout,2.54,3.89,53.0,1,Byatarayanapura
8961892e80fffff,12.995466353050702,77.63041194493931,KR Garden,2.54,3.89,53.0,1,Pulikeshinagar(F.Town)
89618925e67ffff,12.954890982857705,77.61648126653353,Vilsandra,2.54,3.89,53.0,1,Ashok Nagar
89618920b47ffff,12.9620449527387,77.70513129788974,Pranavah Springs,2.54,3.89,53.0,1,HAL Old Airport
89618920e1bffff,12.949050568867007,77.74468269348563,Devasthanagalu,2.54,3.89,53.0,1,Whitefield
89601459cd3ffff,13.028957066067886,77.51363544161948,ABB Circle,2.54,3.89,53.0,1,Peenya
896189272b7ffff,12.900072286236929,77.68960948918999,Halanayakana Halli,2.54,3.89,53.0,1,Bellandur
89601459ad3ffff,13.066377153895727,77.50162571105068,Kirloskar Layout,2.54,3.89,53.0,1,Chikkabanavara
896014593cfffff,13.06308669924813,77.53465163663412,MES Defence Civilian Quarters,2.54,3.89,53.0,1,Jalahalli
8960145a023ffff,12.941279179397798,77.5350325356182,Sri Ranga Nagar,2.54,3.89,53.0,1,Byatarayanapura
89618926b83ffff,12.843818570151711,77.58813485146923,Prestige Park Square,2.54,3.89,53.0,1,Hulimavu
896189240b3ffff,12.878933468591342,77.62904033481963,Vishwapriya Layout,2.54,3.89,53.0,1,Hulimavu
89618925383ffff,12.948357251261463,77.64888007052255,Vayu Vihar Enclave,2.54,3.89,53.0,1,HAL Old Airport
896189262cbffff,12.861637527762435,77.67329424148282,Aswani Aaeesha,2.54,3.89,53.0,1,Electronic City
8960145a84fffff,12.951052066744428,77.48649797056429,Navami Chamara Heights,2.54,3.89,53.0,1,Jnanabharathi
8960169652bffff,13.079037012603674,77.56319682450942,Corporation Bank Residential Quarters,2.54,3.89,53.0,1,Yelahanka
8961892e14bffff,12.99637759509197,77.67559622503796,Bangalore Corporation Industrial Estate,2.54,3.89,53.0,1,Mahadevapura
89618924d1bffff,12.86740694531613,77.57048571474833,60 Feet Road,2.54,3.89,53.0,1,Thalagattapura
89601696513ffff,13.073666668718111,77.57333797195811,Anand Layout,2.54,3.89,53.0,1,Kodigehalli
8960145a597ffff,12.908126541108466,77.54229856861194,Rainbow Waterfront,2.54,3.89,53.0,1,K.S. Layout
8961892c893ffff,13.036151725811145,77.61062969834182,Kanaka Nagar,2.54,3.89,53.0,1,K.G. Halli
8960145a477ffff,12.930523274154382,77.55530111566254,BSW Layout,2.54,3.89,53.0,1,Banashankari
8960145a437ffff,12.923057487761316,77.55096651154045,Bengaluru,2.54,3.89,53.0,1,Banashankari
89618924e27ffff,12.895155496018043,77.58177776170383,Puttenahalli Palaya,2.54,3.89,53.0,1,J.P. Nagar
